Company Name
A K BARRELS
Anand Computer Systems
Aqsa Stamping
ARIHANT E RECYCLING PRIVATE LIMITED
Attero Recycling Pvt. Ltd
Bombay Recyclers Private Limited
BRP INFOTECH PRIVATE LIMITED
BSQUERE EWASTE RECYCLERS
C S MITRA E-WASTE MANAGEMENT
E-CLEAN E-GREEN RECYCLING
EcoTantra LLP
ENVIRO TECH IT SOLUTIONS
Erecon Recycling Pvt.Ltd
E-Waste Recyclers India
F1 INFO SOLUTIONS & SERVICES PRIVATE LIMITED
Gauvins Green Management Private Limited
GLOBAL TRADERS
GO GREEN E-RECYCLING
Green Bird Recycling
Green India E-waste & Recycling OPC Pvt Ltd
Green IT Recycling Centre Pvt Ltd
GREENLET RECYCLER PRIVATE LIMITED
Green Web Recycling
HAQ PROCESSING PRIVATE LIMITED
HSA GREEN IT E-WASTE
Justdispose Recycling Pvt Ltd
Masstech Recycling LLP
Moonlaxmi-E-Waste & Recycling Solutions LLP
M/S Kesariya Metal Corporation
M/s MEHER WASTE SOLUTIONS
M/s Pranam Enterproses
Muskmelon Envtech Pvt Ltd
Pegasus Waste Management Pvt Ltd
POONA E WASTE SOLUTIONS
PRABHUNATH TRADERS
RAMKY ARM RECYCLING PRIVATE LIMITED
RECYCLE MITRA ECO CARE LLP
Resource E Waste Solutions Private Limited
Re Sustainability Reldan Refining Private Limited
RK ENTERPRISES
SADAB TRADERS
S. K. ENTERPRISES
S N BROTHERS
SOGO SYNERGY PRIVATE LIMITED
THARANI ELECTRONICS WASTE
Trishulin Enterprises
Wipro GE Healthcare Pvt. Ltd
WONDER PRINT TECHNOLOGIES
YAANTRA
