Name
KSETRIIMAYUM IBOCHOU SINGH
ABHISHEK DISTRIBUTORS PRIVATE LIMITED
NINGTHOUJAM DHINEL SINGH
KIRTI AGROVET LIMITED
SATIDADI AGRO MANUFACTURERS PRIVATE LIMITED
MAHESHWARI FOOD INDUSTRIES
GLL INDUSTRIES
UAT Brand Owner 2
COMED CHEMICALS LIMITED
SNL BEARINGS LIMITED
VE COMMERCIAL VEHICLES LIMITED
WAVE DISTILLERIES AND BREWERIES LIMITED
Arvind Limited
KRITI INDUSTRIES INDIA LIMITED
TARA GRAINS PRIVATE LIMITED
M/s DOMINO PRINTECH INDIA LLP
M/s BEETEL TELETECH LIMITED
M/s SHREE SHYAM SNACKS FOOD PRIVATE LIMITED
M/s SHREE MITHAI PRIVATE LIMITED
M/s R K GANAPATHI CHETTIAR
M/s TAMILNADU SUGAR CORPORATION LIMITED
M/s DELHI MILK SCHEME
M/s JAMSHEDPUR CONTINUOUS ANNEALING & PROCESSING COMPANY PRIVATE LIMITED
M/s PUSHP BRAND (INDIA) PRIVATE LIMITED
M/s MICRO LABS LIMITED
M/s G D PHARMACEUTICALS PRIVATE LIMITED
M/s THE HOSHIARPUR DISTT. CO- OP. MILK PRODUCERS UNION LTD.
M/s ELIN ELECTRONICS LIMITED
M/s P M C RUBBER CHEMICALS INDIA PRIVATE LIMITED
M/s COUNTO MICROFINE PRODUCTS PRIVATE LIMITED
M/s REAL DAIRY INDUSTRIES PRIVATE LIMITED
M/s VIVEK AGRO FOODS
M/s SHREE KRISHNAKESHAV LABORATORIES LIMITED
M/s FORTUNE DAIRY INDUSTRIES PRIVATE LIMITED
M/s GENO PHARMACEUTICALS PRIVATE LIMITED
Shri MADANLAL RINKESH JARIWALA
M/s INDOCO REMEDIES LIMITED
M/s THE INDIAN STEEL AND WIRE PRODUCTS LIMITED
M/s IVAX PAPER CHEMICALS PRIVATE LIMITED
M/s JAYA INDUSTRIES PRIVATE LIMITED
M/s SHREE MAHAVIR METALCRAFT PRIVATE LIMITED
M/s MOHIT BAKERS PRIVATE LIMITED
M/s MISTAIR HEALTH AND HYGIENE PRIVATE LIMITED
M/s YVES SAINT LAURENT INDIA PRIVATE LIMITED
"M/s RAPTAKOS, BRETT AND COMPANY LIMITED"
M/s STORIA FOODS & BEVERAGES PRIVATE LIMITED
M/s REGAL HEALTHCARE LIMITED
M/s ORIENT BEVERAGES LIMITED
M/s ESKAY IODINE PRIVATE LIMITED
M/s RELIANCE POLYESTER LIMITED
M/s PARISONS FOODS PRIVATE LIMITED
M/s VVD AND SONS PRIVATE LIMITED
M/s JK TALABOT LIMITED
M/s PURE & SURE
M/s SHREE MAHUVA PRADESH SAHAKARI KHAND UDYOG MANDLI LIMITED
M/s SUSHEN MEDICAMENTOS PRIVATE LIMITED
M/s VR INDUSTRIES PVT.LTD
M/s SHAKTI PUMPS INDIA LIMITED
M/s BIOLOGICAL E LIMITED
M/s ITT CORPORATION INDIA PRIVATE LIMITED
M/s BHARAT ELECTRONICS LIMITED
M/s GRG COTSPIN LIMITED
M/s KHEMANI DISTILLERIES PVT LTD
M/s K C P SUGAR AND INDUSTRIES CORPORATION LIMITED
M/s PURBANCHAL CEMENT LIMITED
M/s LABORATE PHARMACEUTICALS INDIA LIMITED
M/s BARMER JILA DUGDH UTPADAK SAHKARI SANGH LIMITED
BALAJI FORMALIN PRIVATE LIMITED
M/s AGRO BHARATI INDUSTRIES LLP
M/s INDO COUNT INDUSTRIES LIMITED
M/s FASTENEX PRIVATE LIMITED
M/s PASCHIMI RAJASTHAN DUGDH UTPADAK SAHAKARI SANGH LTD
M/s TENNECO AUTOMOTIVE INDIA PVT LTD
M/s AUTOLIV INDIA PRIVATE LIMITED
M/s VALSAD SAHAKARI KHAND UDYOG MANDLI LIMITED
M/s AMBUJA INTERMEDIATES PRIVATE LIMITED
M/s TENNECO AUTOMOTIVE INDIA PVT LTD
GODAVARI KHORE NAMDEORAOJI PARJANE PATIL
SHRI HANUMAN SAHAKARI DUD H VYAVSAIK AND KRUSHIPURAK SEVA SANSTHA
satiya nutraceuticals private limited
BURMAN HOSPITALITY PRIVATE LIMITED
CONTINENTAL AUTOMOTIVE COMPONENTS (INDIA) PRIVATE LIMITED
M/s TUBACEX TUBES AND PIPES PRIVATE LIMITED
fcc clutch india private limited
DHANALAKSHMI SRINIVASAN SUGARS PRIVATE LIMITED
MILACRON INDIA PRIVATE LIMITED
reliance polyester limited
elgi equipments limited
universal twin labs
rustoppers packtech private limited
bhavani industries india llp
rajoo engineers limited
rv lifesciences ltd
nobel hygiene baroda private limited
sheng long bio-tech india private limited
kalyani powertrain limited
ads agro industries private limited
dyson technology india private limited
tristar intermediates private limited
nilanchal packaging private limited
smith katiyar
ajay industrial corporation limited
imerys vizag private limited
motul india private limited
vidres india ceramics private limited
ken lifestyles private limited
britannia bel foods private limited
M/s TEXSPIN BEARINGS LTD
zywie ventures private limited
lewens labs private limited
tilaknagar industries limited
itc fibre innovations limited
kbz food india private limited
quebec petroleum resources limited
dirco polymers pvt ltd
scootsy logistics private limited
aishwarya health care
zi foods
hemani industries limited
dharmesh food process private limited
elite tasty toast private limited
fca india automobiles private limited
pca automobiles india private limited
isthmus industries private limited
s.g. edible oils (india) private limited
swastik oil products manufacturing navsari private limited
vr agro processors llp
italmatch chemicals india private limited
k m product
lupin manufacturing solutions limited
tabp snacks and beverages private limited
goldstab organics private limited
sandeep s jain
sentiss pharma private limited
hester biosciences limited
dura-line india private limited
jsw steel coated products limited
chhattisgarh rajya sahakari dugdh mahasangh maryadit
reliance consumer products limited
the kurukshetra and karnal co operative milk producers union limited
amir chand jagdish kumar (exports) limited
international cars and motors limited
3 generations
alliaance biotech
jp drums private limited
right industries
shree dhanwantri herbals
amar parmanand khatri
homeline products
the tata pigments ltd
parveen shanker
atlantis tobacco private limited
babaji snacks private limited
sikar & jhunjhunu zila dugdh utpadak sahakari sangh ltd
ladakh ut dairy co-operative federation limited
hytech seed india private limited
nayasa world
jbm green energy systems private limited
mintree premier lifestyle & beauty private limited
manish verma
videojet technologies (i) private limited
kobelco construction equipment india private limited
fineotex chemical limited
vactech composites private limited
rk agri biz llp
kunal calcium limited
marelli motherson auto suspension parts private limited
colortone textiles private limited
ruchi organics limited
risshta foods private limited
schiffer and menezes india private limited
pengg usha martin wires private limited
malbros international private limited
jayant agro-organics limited
sapco bitumen company limited
shree ganesh remedies limited
akross synthetics private limited
dolphin foods india limited
akross synthetics private limited
gnosis pharmaceuticals private limited
elofic industries limited
greaves cotton limited
tcpl green energy solutions private limited
sarvotham care limited
krishana phoschem limited
anjani portland cement limited
poona dal and besan mills private limited
kanodia cement limited
assurance intl limited
ki mobility solutions private limited
novares india automotive private limited
sundaram industries private limited
star cement north east limited
laborate pharmaceuticals india limited
the woodenstreet furnitures private limited
global calcium private limited
astral coatings private limited
hills cement company limited
lumileds commercial india private limited
shreya containers
M/s A.B. GRAIN SPIRITS PRIVATE LIMITED
M/s GALCO EXTRUSIONS PRIVATE LIMITED
aaradhya packaging private limited
SIGNATURE OVERSEAS
HINDUSTAN FOODS LIMITED
MOMENTIVE PERFORMANCE MATERIALS (INDIA) PVT LTD
VIN CORPORATION
Rama Phosphates Limited
Ikayu Foodslabs pvt ltd
M/s SYMBIOTEC PHARMALAB PVT LTD
TRDP Happy World Pvt Ltd
Windlas Biotech Limited Plant2
Wonder Packagings
M/s NATURE'S FIRST INDIA PRIVATE LIMITED
Healthium Medtech Limited
M/s KOMATSU INDIA PRIVATE LIMITED
BANSAL EXTRACTION AND EXPORTS PRIVATE LIMITED
DANFOSS SYSTEMS LIMITED
FINO FOOS PRIVATE LIMITED
BOLAS AGRO PRIVATE LIMITED
M B SUGARS AND PHARMACEUTICALS PRIVATE LIMITED
