RefurbisherID,Company Name,Info ,Status,Type,Address,District,State
809385,POONA E WASTE SOLUTIONS,Refurbisher,Pending at applicant,Authorization,Sr No 322/2 Near Hotel Green Hills Uruli Devachi Tal Haveli Dist Pune 412308 Pune Pune,Pune,MAHARASHTRA
59236,PRABHUNATH TRADERS,Refurbisher,Pending at applicant,Authorization,"survey number 314, hissa no 2, uruli devachi, taluka haveli, dist pune  pune Pune",Pune,MAHARASHTRA
6867,RAMKY ARM RECYCLING PRIVATE LIMITED,Refurbisher,Pending at applicant,Authorization,"Sy. No. 28 Plot No. 6 , KIADB Industrial Area, Lakshmipura , Nelamangala Taluk, Bengaluru Rural District Dobaspet III Phase I.A Somapura , DOBASPET, Nelamangala Laxmanpura, Thyamagondlu Hobli Bangalore Rural",Bangalore Rural,KARNATAKA
967935,RECYCLE MITRA ECO CARE LLP,Refurbisher,Pending at applicant,Authorization,"Plot No. A-368, Floor No. 1 Wagle Industrial Estate, Tal. & Dist. Thane Thane Thane",Thane,MAHARASHTRA
48219,Resource E Waste Solutions Private Limited,Refurbisher,Pending at applicant,Authorization,"F-97, INDUSTRIAL AREA, , HARIDWAR, Haridwar  BAHADRABAD Haridwar",Haridwar,UTTARAKHAND
16,Re Sustainability Reldan Refining Private Limited,Refurbisher,Pending at applicant,Authorization,"Sy no 684/1 Dundigal village, Dundigal -Gandimaisamma Mandal Medchal-Malkajgiri Dt Hyderabad Hyderabad",Hyderabad,TELANGANA
2614235,RK ENTERPRISES,Refurbisher,Pending at applicant,Authorization,"SERVEY NO 47, H NO 1B1 GALA NO 04 NEXT TO VIPUL LODGE, TUBE MARKET VILLAGE DAHISAR MORI, PIMPRI PANVEL 400612 NAVI MUMBAI Thane",Thane,MAHARASHTRA
1118064,SADAB TRADERS,Refurbisher,Pending at applicant,Authorization,"Plot No. 1154, Gala No. B-3, Gat No. 140/2A/1, Village Vilholi, Behind Jain Temple  Tal & Dist. Nashik 422010 NASHIK Nashik",Nashik,MAHARASHTRA
2853999,S. K. ENTERPRISES,Refurbisher,Pending at applicant,Authorization,"SK Enterprises Plot no. 134/1, 183 Industrial Estate, Pune Road, Kedgaon, Industrial Estate Ahmednagar Ahmed Nagar",Ahmed Nagar,MAHARASHTRA
12995,S N BROTHERS,Refurbisher,Pending at applicant,Authorization,"SURVEY NO 305,HISSA NO 1,DONGARIPADA,VARTAK COMPOUND,PELHAR TAL.VASAI,DIST.PALGHAR,Pelhar,Palghar-4012 08 PELHAR,VASAI Thane",Thane,MAHARASHTRA
636476,SOGO SYNERGY PRIVATE LIMITED,Refurbisher,Pending at applicant,Authorization,"Plot No. SW17B, Appreal Park Phase II,Doddaballapur Industrial Area, Bangalore Rural Karnataka Bangalore Bangalore Rural",Bangalore Rural,KARNATAKA
13627,THARANI ELECTRONICS WASTE,Refurbisher,Pending at applicant,Authorization,"S.F.No 381/2 pt, Site No 40, CODEA Industrial Estate, Sarcarsamakulam  Coimbatore Coimbatore",Coimbatore,TAMIL NADU
12782,Trishulin Enterprises,Refurbisher,Pending at applicant,Authorization,"Servey no. 905/1 Plot no. 42, Musalgaon Sinnar Nashik",Nashik,MAHARASHTRA
39741,Wipro GE Healthcare Pvt. Ltd,Refurbisher,Pending at applicant,Authorization,"122 (Part 1) EPIP, Whitefield, Bangalore  Bangalore Bangalore",Bangalore,KARNATAKA
34306,WONDER PRINT TECHNOLOGIES,Refurbisher,Pending at applicant,Authorization,"H-3/16, MIDC, Ambad, Nashik  Nashik Nashik",Nashik,MAHARASHTRA
574530,YAANTRA,Refurbisher,Pending at applicant,Authorization,"First Floor, Second Floor, Plot no A-47, Sector - 58 Noida, Gautam Buddha Nagar Noida Gautam Buddha Nagar",Gautam Buddha Nagar,UTTAR PRADESH
